"","yardline_100","quarter_seconds_remaining","goal_to_go","ydstogo","ydsnet","yards_gained","shotgun","no_huddle","air_yards","yards_after_catch","score_differential","first_down_pass","interception","jax_score","opp_score","jax_timeouts_remaining","opp_timeouts_remaining","side_of_field_MID","side_of_field_OPP","qtr_2","qtr_3","qtr_4","down_2","down_3","down_4","pass_length_short","pass_location_middle","pass_location_right","td_team_1","td_team_2"
"62",0.649484536082474,0.270601336302895,0,0.242424242424242,0.125,0.0666666666666667,1,0,0.596774193548387,0.0340909090909091,0.471698113207547,0,0,0.157894736842105,0.288888888888889,0.666666666666667,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"63",0.65979381443299,0.773942093541203,0,0.272727272727273,0.144230769230769,0.0666666666666667,1,0,0.17741935483871,0.0340909090909091,0.207547169811321,0,0,0.184210526315789,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"64",0.721649484536082,0.694877505567929,0,0.454545454545455,0.144230769230769,0.0666666666666667,1,0,0.451612903225806,0.0340909090909091,0.207547169811321,0,0,0.184210526315789,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"66",0.463917525773196,0.293986636971047,0,0.242424242424242,0.375,0.0666666666666667,0,0,0.0806451612903226,0.0795454545454545,0.0754716981132075,0,0,0.368421052631579,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"67",0.463917525773196,0.241648106904232,0,0.242424242424242,0.375,0.0666666666666667,1,0,0.451612903225806,0.0340909090909091,0.0754716981132075,0,0,0.368421052631579,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"69",0.350515463917526,0.0478841870824053,0,0.545454545454545,0.201923076923077,0.0666666666666667,0,0,0.290322580645161,0.0340909090909091,0.0754716981132075,0,0,0.368421052631579,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"70",0.639175257731959,0.724944320712695,0,0.151515151515152,0.144230769230769,0.0666666666666667,0,0,0.145161290322581,0.0340909090909091,0.0754716981132075,0,0,0.368421052631579,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
"71",0.639175257731959,0.720489977728285,0,0.151515151515152,0.144230769230769,0.0666666666666667,1,0,0.258064516129032,0.0340909090909091,0.0754716981132075,0,0,0.368421052631579,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
"72",0.804123711340206,0.530066815144766,0,0.272727272727273,0.317307692307692,0.0666666666666667,1,0,0.145161290322581,0.0340909090909091,0.0754716981132075,0,0,0.368421052631579,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"76",0.443298969072165,0.0801781737193764,0,0.272727272727273,0.00961538461538462,0.0666666666666667,1,0,0.225806451612903,0.0340909090909091,0.0754716981132075,0,0,0.368421052631579,0,0.666666666666667,0.666666666666667,0,0,1,0,0,0,0,0,1,0,1,0,0
"77",0.54639175257732,0.0679287305122494,0,0.575757575757576,0.00961538461538462,0.0666666666666667,1,0,0.435483870967742,0.0340909090909091,0.0754716981132075,0,0,0.368421052631579,0,0.666666666666667,0.666666666666667,0,1,1,0,0,1,0,0,0,0,1,0,0
"78",0.54639175257732,0.0623608017817372,0,0.575757575757576,0.00961538461538462,0.0666666666666667,1,0,0.451612903225806,0.0340909090909091,0.0754716981132075,0,0,0.368421052631579,0,0.666666666666667,0.666666666666667,0,1,1,0,0,0,1,0,0,0,1,0,0
"80",0.628865979381443,0.880846325167038,0,0.303030303030303,0.634615384615385,0.0666666666666667,1,0,0.0645161290322581,0.0340909090909091,0.0754716981132075,0,0,0.368421052631579,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
"82",0.103092783505155,0.77728285077951,0,0.151515151515152,0.634615384615385,0.0666666666666667,0,0,0.32258064516129,0.0340909090909091,0.0754716981132075,0,0,0.368421052631579,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
"83",0.103092783505155,0.7728285077951,0,0.151515151515152,0.634615384615385,0.0666666666666667,1,0,0.32258064516129,0.0340909090909091,0.0754716981132075,0,0,0.368421052631579,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0
"85",0.536082474226804,0.260579064587973,0,0.242424242424242,0.375,0.0666666666666667,1,0,0.596774193548387,0.0340909090909091,0.0188679245283019,0,0,0.447368421052632,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"95",0.628865979381443,0.108017817371938,0,0.272727272727273,0.884615384615385,0.0666666666666667,1,0,0.17741935483871,0.0340909090909091,0.0943396226415094,0,0,0.526315789473684,0.155555555555556,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"98",0.525773195876289,0.05456570155902,0,0.272727272727273,0.884615384615385,0.0666666666666667,0,1,0.241935483870968,0.0340909090909091,0.0943396226415094,0,0,0.526315789473684,0.155555555555556,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"101",0.371134020618557,0.00779510022271715,0,0.272727272727273,0.884615384615385,0.0666666666666667,1,1,0.741935483870968,0.0340909090909091,0.0943396226415094,0,0,0.526315789473684,0.155555555555556,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"106",0.484536082474227,0.818485523385301,0,0.272727272727273,0.480769230769231,0.0666666666666667,1,0,0.67741935483871,0.0340909090909091,0.339622641509434,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",0.711340206185567,0.165924276169265,0,0.151515151515152,0.0961538461538462,0.0666666666666667,1,0,0.225806451612903,0.0340909090909091,0.415094339622642,0,0,0.0789473684210526,0.155555555555556,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
"110",0.711340206185567,0.160356347438753,0,0.151515151515152,0.0961538461538462,0.0666666666666667,1,0,0.274193548387097,0.0340909090909091,0.415094339622642,0,0,0.0789473684210526,0.155555555555556,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
