"","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","goal_to_go","ydstogo","ydsnet","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","air_yards","yards_after_catch","score_differential","first_down_pass","incomplete_pass","interception","safety","jax_score","opp_score","jax_timeouts_remaining","opp_timeouts_remaining","side_of_field_MID","side_of_field_OPP","game_half_Half2","drive_Late","drive_Mid","qtr_2","qtr_3","qtr_4","down_2","down_3","down_4","pass_length_short","pass_location_middle","pass_location_right","td_team_1","td_team_2","Quality"
"419",55,31,931,2731,0,10,29,15,0,1,1,0,14,1,7,1,0,0,0,3,10,3,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"420",48,860,860,2660,0,18,29,0,0,0,1,0,-2,0,7,0,1,0,0,3,10,3,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4
"421",39,509,509,2309,0,18,10,0,1,0,1,0,9,0,7,0,1,0,0,3,10,3,2,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,4
"422",50,355,355,2155,0,10,35,1,0,0,1,0,0,1,7,0,0,0,0,3,10,3,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,3
"423",49,327,327,2127,0,9,35,14,0,0,1,0,-3,17,7,1,0,0,0,3,10,3,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
"424",32,263,263,2063,0,7,35,0,0,0,1,0,-6,0,7,0,1,0,0,3,10,3,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4
"425",15,147,147,1947,0,8,35,0,1,0,1,0,5,0,7,0,1,0,0,3,10,3,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4
"426",67,57,57,1857,0,10,69,21,1,1,1,0,-5,26,10,1,0,0,0,3,13,3,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"427",46,31,31,1831,0,10,69,0,1,1,1,0,1,0,10,0,1,0,0,3,13,3,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,4
"428",46,26,26,1826,0,10,69,0,1,0,1,0,11,0,10,0,1,0,0,3,13,3,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4
"429",46,20,20,1820,0,10,69,20,1,0,1,0,13,7,10,1,0,0,0,3,13,3,2,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
"430",26,15,15,1815,0,10,69,17,1,0,1,0,2,15,10,1,0,0,0,3,13,3,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"431",9,8,8,1808,1,9,69,0,1,0,1,0,4,0,10,0,1,0,0,3,13,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
"432",97,763,1663,1663,0,10,48,14,0,0,1,0,-1,15,13,1,0,0,0,3,16,3,3,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
"433",64,693,1593,1593,0,6,48,6,1,0,1,0,6,0,13,1,0,0,0,3,16,3,3,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2
"434",58,615,1515,1515,0,10,48,5,1,1,1,0,4,1,13,0,0,0,0,3,16,3,2,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2
"435",53,579,1479,1479,0,5,48,4,1,0,1,0,-1,5,13,0,0,0,0,3,16,3,2,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,2
"436",70,900,900,900,0,5,10,5,0,0,1,0,5,0,10,1,0,0,0,6,16,3,2,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,2
"437",59,807,807,807,0,4,10,5,0,0,1,0,4,1,10,1,0,0,0,6,16,3,2,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,2
"438",54,765,765,765,0,10,10,0,0,0,1,0,0,0,10,0,1,0,0,6,16,3,2,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,4
"439",54,761,761,761,0,10,10,-3,0,0,1,0,-1,-2,10,0,0,0,0,6,16,3,2,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,4
"440",32,115,115,115,0,11,43,0,1,0,1,0,7,0,3,0,1,0,0,13,16,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,4
"441",83,27,27,27,0,10,43,0,1,0,1,0,0,0,-4,0,1,0,0,20,16,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,4
"442",50,13,13,13,0,10,43,10,1,0,1,0,10,0,-4,1,0,0,0,20,16,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1
"443",40,9,9,9,0,10,43,0,1,0,1,0,40,0,-4,0,1,0,0,20,16,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,4
"444",40,2,2,2,0,10,43,0,1,0,1,0,40,0,-4,0,1,0,0,20,16,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,4
"445",78,863,1763,3563,0,6,82,11,1,0,1,0,6,5,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
"446",67,830,1730,3530,0,10,82,-1,0,0,1,0,-2,1,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
"447",63,776,1676,3476,0,6,82,16,1,0,1,0,3,13,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"448",42,725,1625,3425,0,5,82,25,0,0,1,0,18,7,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449",25,678,1578,3378,0,10,25,13,0,0,1,0,0,13,7,1,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"450",12,611,1511,3311,0,10,25,4,1,0,1,0,4,0,7,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2
"451",8,574,1474,3274,0,6,25,8,1,0,1,0,5,3,7,1,0,0,0,0,13,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
"452",91,404,1304,3104,0,10,67,6,0,0,1,0,5,1,14,0,0,0,0,0,14,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
"453",83,325,1225,3025,0,2,67,24,1,0,1,0,22,2,14,1,0,0,0,0,14,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"454",59,287,1187,2987,0,10,67,0,0,0,1,0,17,0,14,0,1,0,0,0,14,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"455",44,206,1106,2906,0,8,67,16,0,0,1,0,14,2,14,1,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"456",31,143,1043,2843,0,13,67,0,1,0,1,0,1,0,14,0,1,0,0,0,14,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
"457",31,139,1039,2839,0,13,67,12,1,0,1,0,0,12,14,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
"458",80,31,931,2731,0,10,13,0,0,0,1,0,10,0,14,0,1,0,0,0,14,3,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4
"459",80,26,926,2726,0,10,13,8,1,0,1,0,5,3,14,0,0,0,0,0,14,3,3,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2
"460",72,900,900,2700,0,2,13,5,0,0,1,0,5,0,14,1,0,0,0,0,14,3,3,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,2
"461",67,864,864,2664,0,10,13,0,0,0,1,0,51,0,14,0,0,1,0,0,14,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4
"462",75,552,552,2352,0,10,35,16,0,0,1,0,4,12,11,1,0,0,0,3,14,3,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"463",53,458,458,2258,0,4,35,0,0,0,1,0,1,0,11,0,1,0,0,3,14,3,3,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4
"464",53,454,454,2254,0,4,35,12,1,0,1,0,12,0,11,1,0,0,0,3,14,3,3,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1
"465",57,352,352,2152,0,26,35,17,1,0,1,0,15,2,11,0,0,0,0,3,14,3,3,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
"466",40,314,314,2114,0,9,35,0,1,0,1,0,7,0,11,0,1,0,0,3,14,3,3,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,4
"467",59,107,107,1907,0,10,54,7,1,0,1,0,4,3,11,0,0,0,0,3,14,3,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
"468",43,96,96,1896,0,10,54,4,1,0,1,0,3,1,11,0,0,0,0,3,14,3,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
"469",39,77,77,1877,0,6,54,0,1,1,1,0,4,0,11,0,1,0,0,3,14,3,3,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,4
"470",39,72,72,1872,0,6,54,12,1,0,1,0,10,2,11,1,0,0,0,3,14,3,3,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1
"471",27,52,52,1852,0,10,54,6,1,1,1,0,3,3,11,0,0,0,0,3,14,3,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2
"472",21,44,44,1844,0,4,54,8,1,0,1,0,6,2,11,1,0,0,0,3,14,3,2,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
"473",13,38,38,1838,0,10,54,0,1,0,1,0,-1,0,11,0,1,0,0,3,14,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,4
"474",13,34,34,1834,0,10,54,3,1,0,1,0,3,0,11,0,0,0,0,3,14,3,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,3
"475",10,18,18,1818,0,7,54,5,1,1,1,0,4,1,11,0,0,0,0,3,14,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,2
"476",72,620,1520,1520,0,4,41,14,1,0,1,0,14,0,14,1,0,0,0,3,17,3,3,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
"477",58,585,1485,1485,0,10,41,21,0,0,1,0,18,3,14,1,0,0,0,3,17,3,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"478",37,564,1464,1464,0,10,41,0,0,1,1,0,5,0,14,0,1,0,0,3,17,3,3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,4
"479",37,560,1460,1460,0,10,41,0,1,0,1,0,4,0,14,0,1,0,0,3,17,3,3,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,4
"480",37,555,1455,1455,0,10,41,0,1,0,1,0,9,0,14,0,1,0,0,3,17,3,3,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,4
"481",38,407,1307,1307,0,10,13,0,0,0,1,0,13,0,14,0,0,1,0,3,17,3,3,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,4
"482",87,144,1044,1044,0,10,87,32,0,0,1,0,20,12,11,1,0,0,0,6,17,3,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"483",52,72,972,972,0,7,87,8,1,0,1,0,6,2,11,1,0,0,0,6,17,3,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
"484",88,685,685,685,0,6,19,0,0,0,1,0,-2,2,12,0,0,0,0,12,24,3,3,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,4
"485",88,648,648,648,0,6,19,17,1,0,1,0,16,1,12,1,0,0,0,12,24,3,3,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"486",72,558,558,558,0,11,19,0,1,0,1,0,8,0,12,0,1,0,0,12,24,3,3,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,4
"487",96,263,263,263,0,13,64,14,0,0,1,0,14,0,12,1,0,0,0,12,24,3,3,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"488",82,219,219,219,0,10,64,31,0,0,1,0,27,4,12,1,0,0,0,12,24,3,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"489",51,200,200,200,0,10,64,10,0,0,1,0,0,10,12,1,0,0,0,12,24,1,3,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1
"490",85,868,1768,3568,0,20,73,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
"491",85,861,1761,3561,0,20,73,9,1,0,1,0,5,4,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
"492",76,820,1720,3520,0,11,73,18,1,0,1,0,8,10,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"493",58,792,1692,3492,0,10,73,15,0,0,1,0,3,12,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"494",21,673,1573,3373,0,8,73,16,1,0,1,0,11,5,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
"495",71,275,1175,2975,0,2,79,33,1,0,1,0,5,28,0,1,0,0,0,3,3,3,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"496",38,237,1137,2937,0,10,79,0,0,0,1,0,19,0,0,0,1,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"497",29,118,1018,2818,0,13,79,0,1,0,1,0,-3,0,0,0,1,0,0,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4
"498",29,115,1015,2815,0,13,79,6,1,0,1,0,-1,7,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
"499",11,86,986,2786,0,10,79,6,1,0,1,0,6,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
"500",5,51,951,2751,0,4,79,0,1,0,1,0,5,0,0,0,1,0,0,3,3,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4
"501",75,720,720,2520,0,10,24,15,0,0,1,0,15,0,4,1,0,0,0,6,10,3,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
"502",60,680,680,2480,0,10,24,0,1,0,1,0,11,0,4,0,1,0,0,6,10,3,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
"503",36,51,51,1851,0,9,5,4,1,0,1,0,0,4,4,0,0,0,0,13,17,2,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2
"504",67,388,1288,1288,0,14,8,0,1,0,1,0,17,0,-4,0,1,0,0,24,20,3,3,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,4
"505",67,382,1282,1282,0,14,8,0,1,0,1,0,2,0,-4,0,1,0,0,24,20,3,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,4
"506",75,122,1022,1022,0,10,26,21,1,0,1,0,-3,24,-4,1,0,0,0,24,20,3,3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"507",49,900,900,900,0,5,26,0,1,0,1,0,4,0,-4,0,1,0,0,24,20,3,3,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,4
"508",95,630,630,630,0,10,3,0,1,0,1,0,-2,0,-4,0,1,0,0,24,20,3,3,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4
"509",75,568,568,568,0,10,9,9,1,0,1,0,8,1,-11,0,0,0,0,31,20,3,3,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,2
"510",65,500,500,500,0,10,9,10,1,1,1,0,6,4,-11,1,0,0,0,31,20,3,3,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1
"511",80,275,275,275,0,10,0,0,1,0,1,0,4,0,-18,0,1,0,0,38,20,3,3,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4
"512",80,269,269,269,0,10,0,0,1,0,1,0,2,0,-18,0,1,0,0,38,20,3,3,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,4
"513",80,264,264,264,0,10,0,0,1,0,1,0,25,0,-18,0,1,0,0,38,20,3,3,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,4
"514",80,256,256,256,0,10,0,0,1,0,1,0,50,0,-18,0,1,0,0,38,20,3,3,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,4
