"","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","goal_to_go","ydstogo","ydsnet","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","air_yards","yards_after_catch","score_differential","first_down_pass","incomplete_pass","interception","safety","jax_score","opp_score","jax_timeouts_remaining","opp_timeouts_remaining","side_of_field_MID","side_of_field_OPP","game_half_Half2","drive_Late","drive_Mid","qtr_2","qtr_3","qtr_4","down_2","down_3","down_4","pass_length_short","pass_location_middle","pass_location_right","td_team_1","td_team_2","Quality"
"257",34,129,1029,2829,0,10,16,0,0,0,1,0,7,0,1,0,0,1,0,6,7,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
"258",61,748,748,2548,0,8,-2,0,1,0,1,0,1,0,-6,0,1,0,0,13,7,3,3,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,4
"259",71,141,141,1941,0,6,-10,0,1,0,1,0,11,0,-9,0,1,0,0,16,7,3,3,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,4
"260",75,900,1800,1800,0,10,13,6,1,0,1,0,5,1,-12,0,0,0,0,19,7,3,3,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,2
"261",66,825,1725,1725,0,1,13,6,0,0,1,0,5,1,-12,1,0,0,0,19,7,3,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,2
"262",72,695,1595,1595,0,22,13,10,1,0,1,0,-6,16,-12,0,0,0,0,19,7,3,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
"263",67,413,1313,1313,0,10,-3,0,1,0,1,0,0,0,-12,0,1,0,0,19,7,3,3,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,4
"264",75,131,1031,1031,0,10,75,16,0,0,1,0,4,12,-15,1,0,0,0,22,7,3,3,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
"265",56,56,956,956,0,7,75,9,1,0,1,0,9,0,-15,1,0,0,0,22,7,3,3,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1
"266",47,32,932,932,0,10,75,8,1,0,1,0,6,2,-15,0,0,0,0,22,7,3,3,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,2
"267",39,3,903,903,0,2,75,6,1,0,1,0,4,2,-15,1,0,0,0,22,7,3,3,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,2
"268",26,820,820,820,0,16,75,23,1,0,1,0,23,0,-15,1,0,0,0,22,7,2,3,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
"269",3,793,793,793,1,3,75,3,1,0,1,0,3,0,-15,1,0,0,0,22,13,2,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
"270",87,581,581,581,0,20,1,-4,1,0,1,0,-6,2,-7,0,0,0,0,22,15,2,3,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,4
"271",91,534,534,534,0,24,1,0,1,0,1,0,40,0,-7,0,0,1,0,22,15,2,3,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,4
"272",74,248,248,248,0,15,15,3,1,0,1,0,1,2,-14,0,0,0,0,29,15,2,3,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,3
"273",71,223,223,223,0,12,15,17,1,0,1,0,16,1,-14,1,0,0,0,29,15,1,3,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
"274",54,208,208,208,0,10,15,0,1,0,1,0,3,0,-14,0,1,0,0,29,15,1,3,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,4
"275",54,204,204,204,0,10,15,0,1,1,1,0,12,0,-14,0,0,1,0,29,15,1,3,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,4
"276",77,170,170,170,0,10,4,0,1,0,1,0,24,0,-14,0,1,0,0,29,15,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4
"277",84,154,154,154,0,17,4,11,1,0,1,0,-1,12,-14,0,0,0,0,29,15,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
"278",73,147,147,147,0,6,4,0,1,0,1,0,18,0,-14,0,1,0,0,29,15,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,4
"279",81,896,1796,3596,0,10,47,10,0,0,1,0,10,0,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"280",57,760,1660,3460,0,8,47,9,1,0,1,0,-1,10,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"281",48,730,1630,3430,0,10,47,0,0,0,1,0,32,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"282",48,723,1623,3423,0,10,47,6,1,0,1,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2
"283",61,609,1509,3309,0,34,47,21,1,0,1,0,20,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"284",40,571,1471,3271,0,13,47,0,1,0,1,0,15,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4
"285",45,548,1448,3248,0,18,47,11,1,0,1,0,-6,17,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"286",92,261,1161,2961,0,8,20,11,1,0,1,0,11,0,3,1,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"287",74,163,1063,2863,0,3,20,0,1,0,1,0,4,0,3,0,1,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4
"288",75,816,816,2616,0,5,80,13,1,0,1,0,12,1,3,1,0,0,0,0,3,3,2,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
"289",55,706,706,2506,0,3,80,8,1,0,1,0,8,0,3,1,0,0,0,0,3,3,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
"290",39,562,562,2362,0,2,80,12,1,0,1,0,1,11,3,1,0,0,0,0,3,3,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"291",1,358,358,2158,1,1,80,1,1,0,1,0,0,1,3,1,0,0,0,0,9,3,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
"292",75,108,108,1908,0,10,35,0,1,0,1,0,2,0,6,0,1,0,0,3,9,3,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
"293",62,74,74,1874,0,10,35,4,1,0,1,0,4,0,6,0,0,0,0,3,9,3,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
"294",58,67,67,1867,0,6,35,3,1,0,1,0,3,0,6,0,0,0,0,3,9,3,2,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,3
"295",55,42,42,1842,0,3,35,8,1,0,1,0,3,5,6,1,0,0,0,3,9,3,2,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1
"296",57,31,31,1831,0,20,35,0,1,0,1,0,-3,3,6,0,0,0,0,3,9,3,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
"297",57,23,23,1823,0,20,35,17,1,0,1,0,6,11,6,0,0,0,0,3,9,3,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
"298",40,15,15,1815,0,3,35,0,1,0,1,0,10,0,6,0,1,0,0,3,9,3,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,4
"299",39,523,1423,1423,0,15,26,2,1,0,1,0,3,-1,6,0,0,0,0,3,9,3,3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,3
"300",37,489,1389,1389,0,13,26,18,0,0,1,0,15,3,6,1,0,0,0,3,9,3,3,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
"301",29,431,1331,1331,0,20,26,11,1,0,1,0,-5,16,6,0,0,0,0,3,9,3,3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
"302",79,170,1070,1070,0,10,79,8,1,0,1,0,5,3,9,0,0,0,0,3,12,3,2,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,2
"303",22,82,982,982,0,9,79,21,1,0,1,0,17,4,9,1,0,0,0,3,12,3,2,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
"304",67,574,574,574,0,8,14,6,1,0,1,0,3,3,16,0,0,0,0,3,19,2,2,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,2
"305",66,505,505,505,0,7,14,0,1,0,1,0,8,0,16,0,1,0,0,3,19,2,2,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,4
"306",1,262,262,262,1,1,3,1,1,0,1,0,1,0,16,1,0,0,0,3,25,2,2,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
"307",93,687,1587,3387,0,10,0,0,1,0,1,0,13,0,0,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
"308",40,199,1099,2899,0,13,76,14,1,0,1,0,6,8,-7,1,0,0,0,7,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"309",26,118,1018,2818,0,10,76,0,1,0,1,0,5,0,-7,0,1,0,0,7,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
"310",26,115,1015,2815,0,10,76,11,1,0,1,0,11,0,-7,1,0,0,0,7,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
"311",15,74,974,2774,0,10,76,2,1,0,1,0,-4,6,-7,0,0,0,0,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
"312",70,757,757,2557,0,10,54,0,1,0,1,0,5,0,0,0,1,0,0,7,7,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4
"313",57,716,716,2516,0,10,54,14,0,0,1,0,14,0,0,1,0,0,0,7,7,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
"314",16,549,549,2349,0,2,54,0,1,0,1,0,0,0,0,0,0,0,0,7,7,3,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4
"315",86,286,286,2086,0,16,4,10,1,0,1,0,7,3,3,0,0,0,0,7,10,3,3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
"316",85,187,187,1987,0,10,8,0,0,0,1,0,17,0,3,0,1,0,0,7,10,2,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4
"317",78,138,138,1938,0,3,8,3,1,0,1,0,3,0,3,1,0,0,0,7,10,2,3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2
"318",75,120,120,1920,0,10,8,7,1,0,1,0,5,2,3,0,0,0,0,7,10,2,3,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2
"319",77,71,71,1871,0,12,8,0,1,0,1,0,21,0,3,0,1,0,0,7,10,1,3,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4
"320",45,41,41,1841,0,10,19,6,1,0,1,0,3,3,3,0,0,0,0,7,10,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2
"321",39,33,33,1833,0,4,19,0,1,0,1,0,37,0,3,0,1,0,0,7,10,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,4
"322",39,28,28,1828,0,4,19,0,1,0,1,0,14,0,3,0,1,0,0,7,10,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,4
"323",39,21,21,1821,0,4,19,0,1,0,1,0,4,0,3,0,1,0,0,7,10,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,4
"324",77,896,1796,1796,0,10,77,10,1,0,1,0,6,4,3,1,0,0,0,7,10,3,3,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
"325",76,763,1663,1663,0,19,77,31,1,0,1,0,-3,34,3,1,0,0,0,7,10,3,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
"326",45,713,1613,1613,0,10,77,17,0,0,1,0,17,0,3,1,0,0,0,7,10,3,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"327",1,534,1434,1434,1,1,77,1,0,0,1,0,1,0,3,1,0,0,0,7,16,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1
"328",38,195,1095,1095,0,10,56,19,1,0,1,0,0,19,10,1,0,0,0,7,17,3,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
"329",21,113,1013,1013,0,12,56,3,1,0,1,0,-4,7,10,0,0,0,0,7,17,3,2,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,3
"330",51,274,274,274,0,6,37,0,1,0,1,0,41,0,24,0,0,1,0,7,31,3,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,4
"331",67,468,1368,3168,0,8,48,0,1,0,1,0,7,0,0,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4
"332",67,464,1364,3164,0,8,48,24,1,0,1,0,-7,31,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"333",41,336,1236,3036,0,8,48,0,1,0,1,0,11,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4
"334",63,197,1097,2897,0,10,46,19,0,1,1,0,7,12,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"335",41,139,1039,2839,0,7,46,20,0,1,1,0,1,19,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"336",26,74,974,2774,0,15,46,16,1,0,1,0,-1,17,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"337",20,64,964,2764,0,9,46,8,1,0,1,0,7,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2
"338",56,513,513,2313,0,4,73,6,1,0,1,0,5,1,0,1,0,0,0,0,0,3,3,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2
"339",50,469,469,2269,0,10,73,5,0,0,1,0,-2,7,0,0,0,0,0,0,0,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
"340",45,430,430,2230,0,5,73,24,0,0,1,0,13,11,0,1,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
"341",70,89,89,1889,0,5,5,0,1,1,1,0,0,0,4,0,1,0,0,3,7,3,3,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4
"342",70,84,84,1884,0,5,5,0,1,0,1,0,45,0,4,0,1,0,0,3,7,3,3,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4
"343",59,848,1748,1748,0,5,64,6,1,0,1,0,5,1,4,1,0,0,0,3,7,3,3,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2
"344",53,823,1723,1723,0,10,64,36,0,0,1,0,20,16,4,1,0,0,0,3,7,3,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"345",1,796,1696,1696,1,1,64,1,0,0,1,0,1,0,4,1,0,0,0,3,13,3,3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1
"346",65,427,1327,1327,0,10,80,65,0,1,1,0,13,52,25,1,0,0,0,3,34,3,3,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0
"347",67,105,1005,1005,0,2,31,14,0,0,1,0,12,2,24,1,0,0,0,11,35,3,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
"348",40,710,710,710,0,10,40,15,0,0,1,0,0,15,18,1,0,0,0,17,35,3,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"349",75,900,1800,3600,0,10,34,0,0,0,1,0,-4,0,0,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
"350",70,860,1760,3560,0,5,34,16,1,0,1,0,11,5,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"351",54,817,1717,3517,0,10,34,0,0,0,1,0,15,0,0,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
"352",54,812,1712,3512,0,10,34,7,0,0,1,0,5,2,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
"353",47,764,1664,3464,0,3,34,7,1,0,1,0,5,2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
"354",45,618,1518,3318,0,21,34,10,1,0,1,0,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
"355",35,575,1475,3275,0,11,34,-6,1,0,1,0,-9,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
"356",69,389,1289,3089,0,10,69,6,1,0,1,0,-2,8,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"357",53,233,1133,2933,0,9,69,0,0,0,1,0,11,0,0,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
"358",53,228,1128,2928,0,9,69,13,1,0,1,0,13,0,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"359",40,213,1113,2913,0,10,69,25,0,0,1,0,24,1,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"360",80,603,603,2403,0,7,83,32,1,0,1,0,27,5,13,1,0,0,0,0,13,3,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"361",28,553,553,2353,0,10,83,0,0,0,1,0,19,0,13,0,1,0,0,0,13,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
"362",28,549,549,2349,0,10,83,27,1,0,1,0,-1,28,13,1,0,0,0,0,13,3,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"363",60,293,293,2093,0,2,16,5,1,0,1,0,5,0,20,1,0,0,0,0,20,3,3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2
"364",52,218,218,2018,0,7,16,0,0,0,1,0,-2,0,20,0,1,0,0,0,20,3,3,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,4
"365",52,214,214,2014,0,7,16,0,1,0,1,0,9,0,20,0,1,0,0,0,20,3,3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4
"366",54,146,146,1946,0,10,47,30,0,0,1,0,27,3,20,1,0,0,0,0,20,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"367",23,79,79,1879,0,9,47,12,1,0,1,0,1,11,20,1,0,0,0,0,20,3,3,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
"368",13,70,70,1870,0,12,47,6,0,0,1,0,-2,8,20,0,0,0,0,0,20,1,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2
"369",7,63,63,1863,0,6,47,0,1,0,1,0,7,0,20,0,1,0,0,0,20,0,3,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,4
"370",66,24,24,1824,0,10,12,22,1,0,1,0,19,3,23,1,0,0,0,0,23,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"371",44,19,19,1819,0,10,12,0,1,0,1,0,37,0,23,0,1,0,0,0,23,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4
"372",44,14,14,1814,0,10,12,0,1,0,1,0,10,0,23,0,1,0,0,0,23,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4
"373",54,6,6,1806,0,20,12,0,1,0,1,0,41,0,23,0,1,0,0,0,23,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4
"374",61,733,1633,1633,0,11,24,10,1,0,1,0,10,0,23,0,0,0,0,0,23,3,3,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
"375",68,268,1168,1168,0,3,29,6,1,0,1,0,5,1,20,1,0,0,0,3,23,3,3,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,2
"376",72,212,1112,1112,0,20,29,4,1,0,1,0,-4,8,20,0,0,0,0,3,23,3,3,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,2
"377",68,177,1077,1077,0,16,29,25,1,0,1,0,15,10,20,1,0,0,0,3,23,3,3,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0
"378",43,134,1034,1034,0,10,29,5,0,0,1,0,0,5,20,0,0,0,0,3,23,3,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2
"379",43,65,965,965,0,10,29,0,1,0,1,0,23,0,20,0,1,0,0,3,23,3,3,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4
"380",43,60,960,960,0,10,29,6,1,0,1,0,-1,7,20,0,0,0,0,3,23,3,3,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,2
"381",98,305,305,305,0,11,-1,0,1,0,1,0,13,0,12,0,1,0,0,11,23,2,3,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,4
"382",52,399,1299,3099,0,10,79,45,0,0,1,0,12,33,-3,1,0,0,0,3,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"383",84,218,1118,2918,0,8,15,6,1,0,1,0,4,2,4,0,0,0,0,3,7,3,3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2
"384",78,175,1075,2875,0,2,15,6,1,0,1,0,2,4,4,1,0,0,0,3,7,3,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
"385",72,132,1032,2832,0,10,15,0,0,0,1,0,26,0,4,0,1,0,0,3,7,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"386",65,63,963,2763,0,20,15,0,1,0,1,0,53,0,4,0,1,0,0,3,7,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"387",65,54,954,2754,0,20,15,4,0,0,1,0,4,0,4,0,0,0,0,3,7,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
"388",65,613,613,2413,0,10,75,9,1,0,1,0,6,3,4,0,0,0,0,3,7,3,3,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2
"389",54,531,531,2331,0,10,75,6,0,1,1,0,0,6,4,0,0,0,0,3,7,3,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
"390",25,445,445,2245,0,10,75,2,1,0,1,0,-1,3,4,0,0,0,0,3,7,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3
"391",23,395,395,2195,0,8,75,19,1,0,1,0,-5,24,4,1,0,0,0,3,7,3,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"392",30,102,102,1902,0,10,80,30,0,0,1,0,23,7,11,1,0,0,0,3,20,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"393",67,51,51,1851,0,10,57,0,1,0,1,0,7,0,18,0,1,0,0,3,21,3,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,4
"394",67,46,46,1846,0,10,57,9,1,0,1,0,-7,16,18,0,0,0,0,3,21,3,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,2
"395",43,40,40,1840,0,10,57,8,1,0,1,0,2,6,18,0,0,0,0,3,21,3,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2
"396",35,34,34,1834,0,2,57,8,1,0,1,0,0,8,18,1,0,0,0,3,21,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
"397",22,16,16,1816,0,5,57,0,1,0,1,0,4,0,18,0,1,0,0,3,21,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
"398",22,12,12,1812,0,5,57,0,1,0,1,0,16,0,18,0,1,0,0,3,21,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,4
"399",84,853,1753,1753,0,10,84,0,0,0,1,0,27,0,21,0,1,0,0,3,24,3,3,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4
"400",84,846,1746,1746,0,10,84,84,1,0,1,0,-1,85,21,1,0,0,0,3,30,3,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
"401",73,339,1239,1239,0,10,73,19,0,0,1,0,12,7,21,1,0,0,0,10,31,3,3,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
"402",53,256,1156,1156,0,9,73,15,1,0,1,0,10,5,21,1,0,0,0,10,31,3,3,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
"403",44,121,1021,1021,0,16,73,44,1,0,1,0,43,1,21,1,0,0,0,10,37,3,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
"404",12,703,703,703,0,10,38,-2,1,0,1,0,-5,3,28,0,0,0,0,10,38,3,3,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,4
"405",14,659,659,659,0,12,38,14,0,0,1,0,13,1,28,1,0,0,0,10,44,3,3,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0
"406",76,621,621,621,0,10,4,0,1,0,1,0,-4,0,35,0,1,0,0,10,45,3,3,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4
"407",72,576,576,576,0,6,4,0,1,0,1,0,22,0,35,0,1,0,0,10,45,3,3,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,4
"408",65,243,243,243,0,11,39,14,1,0,1,0,-1,15,35,1,0,0,0,10,45,3,3,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1
"409",60,798,1698,3498,0,10,75,9,0,0,1,0,2,7,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
"410",51,764,1664,3464,0,1,75,10,0,0,1,0,4,6,0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"411",40,698,1598,3398,0,9,75,40,0,0,1,0,10,30,0,1,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
"412",75,489,1389,3189,0,10,60,13,0,0,1,0,0,13,4,1,0,0,0,3,7,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"413",60,430,1330,3130,0,8,60,6,1,0,1,0,0,6,4,0,0,0,0,3,7,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
"414",54,391,1291,3091,0,2,60,36,1,0,1,0,24,12,4,1,0,0,0,3,7,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"415",18,346,1246,3046,0,10,60,0,0,0,1,0,18,0,4,0,1,0,0,3,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"416",15,300,1200,3000,0,7,60,0,1,0,1,0,15,0,4,0,1,0,0,3,7,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
"417",74,99,999,2799,0,14,29,12,1,0,1,0,6,6,7,0,0,0,0,3,10,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"418",62,60,960,2760,0,2,29,7,0,0,1,0,2,5,7,1,0,0,0,3,10,3,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
