"","side_of_field","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","drive","qtr","down","goal_to_go","ydstogo","ydsnet","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","pass_length","pass_location","air_yards","yards_after_catch","td_team","score_differential","jax_score","opp_score","jax_timeouts_remaining","opp_timeouts_remaining","offensive_play"
"38891","JAX",69,823,1723,1723,"Half2",12,3,3,0,4,6,0,1,0,1,0,"deep","middle",19,-1,"0",-13,3,16,3,3,1
"38894","OPP",97,763,1663,1663,"Half2",13,3,2,0,10,48,14,0,0,1,0,"short","left",-1,15,"0",13,3,16,3,3,0
"38896","OPP",64,693,1593,1593,"Half2",13,3,2,0,6,48,6,1,0,1,0,"short","left",6,0,"0",13,3,16,3,3,0
"38899","OPP",58,615,1515,1515,"Half2",13,3,2,0,10,48,5,1,1,1,0,"short","middle",4,1,"0",13,3,16,3,2,0
"38900","OPP",53,579,1479,1479,"Half2",13,3,3,0,5,48,4,1,0,1,0,"short","middle",-1,5,"0",13,3,16,3,2,0
"38902","JAX",84,529,1429,1429,"Half2",14,3,1,0,10,59,1,1,0,1,0,"short","left",-1,2,"0",-13,3,16,3,2,1
"38905","JAX",65,447,1347,1347,"Half2",14,3,1,0,10,59,20,0,0,1,0,"deep","left",20,0,"0",-13,3,16,3,2,1
"38912","OPP",37,209,1109,1109,"Half2",14,3,2,0,17,59,5,1,0,1,0,"short","right",-4,9,"0",-13,3,16,3,2,1
"38913","OPP",32,164,1064,1064,"Half2",14,3,3,0,12,59,18,1,0,1,0,"short","right",14,4,"0",-13,3,16,3,2,1
"38914","OPP",14,116,1016,1016,"Half2",14,3,1,0,10,59,0,1,0,1,0,"short","left",14,-1,"0",-13,3,16,3,2,1
"38916","OPP",13,67,967,967,"Half2",14,3,3,0,9,59,-12,1,0,1,0,NA,NA,NA,-1,"0",-13,3,16,3,2,1
"38921","OPP",70,900,900,900,"Half2",15,4,2,0,5,10,5,0,0,1,0,"short","left",5,0,"0",10,6,16,3,2,0
"38924","OPP",59,807,807,807,"Half2",15,4,2,0,4,10,5,0,0,1,0,"short","right",4,1,"0",10,6,16,3,2,0
"38925","OPP",54,765,765,765,"Half2",15,4,1,0,10,10,0,0,0,1,0,"short","middle",0,-1,"0",10,6,16,3,2,0
"38926","OPP",54,761,761,761,"Half2",15,4,2,0,10,10,-3,0,0,1,0,"short","right",-1,-2,"0",10,6,16,3,2,0
"38927","OPP",57,710,710,710,"Half2",15,4,3,0,13,10,-8,1,0,1,0,NA,NA,NA,-1,"0",10,6,16,3,2,0
"38929","JAX",79,669,669,669,"Half2",16,4,1,0,10,79,11,0,0,1,0,"short","right",4,7,"0",-10,6,16,3,2,1
"38931","JAX",69,586,586,586,"Half2",16,4,2,0,11,79,3,1,0,1,0,"short","right",-3,6,"0",-10,6,16,3,2,1
"38937","OPP",37,437,437,437,"Half2",16,4,1,0,10,79,0,0,0,1,0,"short","right",12,-1,"0",-10,6,16,2,2,1
"38938","OPP",37,434,434,434,"Half2",16,4,2,0,10,79,12,1,0,1,0,"short","middle",12,0,"0",-10,6,16,2,2,1
"38939","OPP",25,386,386,386,"Half2",16,4,1,0,10,79,0,1,0,1,0,"short","left",0,-1,"0",-10,6,16,2,2,1
"38941","OPP",14,351,351,351,"Half2",16,4,1,0,10,79,8,0,0,1,0,"short","middle",6,2,"0",-10,6,16,2,2,1
"38942","OPP",6,320,320,320,"Half2",16,4,2,0,2,79,6,1,0,1,0,"short","middle",6,0,"1",-10,12,16,2,2,1
"38958","JAX",32,115,115,115,"Half2",17,4,3,0,11,43,0,1,0,1,0,"short","middle",7,-1,"0",3,13,16,0,1,0
"38961","JAX",65,104,104,104,"Half2",18,4,1,0,10,65,8,1,0,1,0,"short","middle",7,1,"0",-3,13,16,0,1,1
"38963","OPP",49,61,61,61,"Half2",18,4,1,0,10,65,11,1,1,1,0,"short","middle",2,9,"0",-3,13,16,0,1,1
"38964","OPP",38,54,54,54,"Half2",18,4,1,0,10,65,21,1,0,1,0,"short","middle",4,17,"0",-3,13,16,0,1,1
"38966","OPP",8,43,43,43,"Half2",18,4,1,1,8,65,4,1,0,1,0,"short","left",-2,6,"0",-3,13,16,0,1,1
"38967","OPP",4,37,37,37,"Half2",18,4,2,1,4,65,0,1,0,1,0,"short","middle",2,-1,"0",-3,13,16,0,1,1
"38968","OPP",4,34,34,34,"Half2",18,4,3,1,4,65,4,1,0,1,0,"short","middle",4,0,"1",-3,19,16,0,1,1
"38971","OPP",83,27,27,27,"Half2",19,4,1,0,10,43,0,1,0,1,0,"short","right",0,-1,"0",-4,20,16,0,1,0
"38973","MID",50,13,13,13,"Half2",19,4,1,0,10,43,10,1,0,1,0,"short","middle",10,0,"0",-4,20,16,0,1,0
"38975","JAX",40,9,9,9,"Half2",19,4,1,0,10,43,0,1,0,1,0,"deep","middle",40,-1,"0",-4,20,16,0,0,0
"38976","JAX",40,2,2,2,"Half2",19,4,2,0,10,43,0,1,0,1,0,"deep","right",40,-1,"0",-4,20,16,0,0,0
"41332","OPP",78,863,1763,3563,"Half1",1,1,2,0,6,82,11,1,0,1,0,"short","middle",6,5,"0",0,0,0,3,3,0
"41333","OPP",67,830,1730,3530,"Half1",1,1,1,0,10,82,-1,0,0,1,0,"short","left",-2,1,"0",0,0,0,3,3,0
"41335","OPP",63,776,1676,3476,"Half1",1,1,2,0,6,82,16,1,0,1,0,"short","left",3,13,"0",0,0,0,3,3,0
"41337","JAX",42,725,1625,3425,"Half1",1,1,1,0,5,82,25,0,0,1,0,"deep","left",18,7,"0",0,0,0,3,3,0
"41341","JAX",25,678,1578,3378,"Half1",3,1,1,0,10,25,13,0,0,1,0,"short","right",0,13,"0",7,0,7,3,3,0
"41343","JAX",12,611,1511,3311,"Half1",3,1,2,0,10,25,4,1,0,1,0,"short","middle",4,0,"0",7,0,7,3,3,0
"41344","JAX",8,574,1474,3274,"Half1",3,1,3,0,6,25,8,1,0,1,0,"short","left",5,3,"2",7,0,13,3,3,0
"41349","JAX",64,493,1393,3193,"Half1",4,1,1,0,10,17,3,1,0,1,0,"short","right",4,-1,"0",-14,0,14,3,3,1
"41351","JAX",58,423,1323,3123,"Half1",4,1,3,0,4,17,0,1,0,1,0,"short","middle",9,-1,"0",-14,0,14,3,3,1
"41353","OPP",91,404,1304,3104,"Half1",5,1,1,0,10,67,6,0,0,1,0,"short","right",5,1,"0",14,0,14,3,3,0
"41355","OPP",83,325,1225,3025,"Half1",5,1,3,0,2,67,24,1,0,1,0,"deep","left",22,2,"0",14,0,14,3,3,0
"41356","OPP",59,287,1187,2987,"Half1",5,1,1,0,10,67,0,0,0,1,0,"deep","middle",17,-1,"0",14,0,14,3,3,0
"41359","JAX",44,206,1106,2906,"Half1",5,1,2,0,8,67,16,0,0,1,0,"short","right",14,2,"0",14,0,14,3,3,0
"41361","JAX",31,143,1043,2843,"Half1",5,1,2,0,13,67,0,1,0,1,0,"short","left",1,-1,"0",14,0,14,3,3,0
"41362","JAX",31,139,1039,2839,"Half1",5,1,3,0,13,67,12,1,0,1,0,"short","right",0,12,"0",14,0,14,3,3,0
"41366","JAX",66,54,954,2754,"Half1",6,1,2,0,8,2,0,1,0,1,0,"short","right",-1,-1,"0",-14,0,14,3,3,1
"41367","JAX",66,50,950,2750,"Half1",6,1,3,0,8,2,0,1,0,1,0,"short","left",13,-1,"0",-14,0,14,3,3,1
"41369","OPP",80,31,931,2731,"Half1",7,1,1,0,10,13,0,0,0,1,0,"short","middle",10,-1,"0",14,0,14,3,3,0
"41370","OPP",80,26,926,2726,"Half1",7,1,2,0,10,13,8,1,0,1,0,"short","middle",5,3,"0",14,0,14,3,3,0
"41372","OPP",72,900,900,2700,"Half1",7,2,3,0,2,13,5,0,0,1,0,"short","right",5,0,"0",14,0,14,3,3,0
"41373","OPP",67,864,864,2664,"Half1",7,2,1,0,10,13,0,0,0,1,0,"deep","right",51,-1,"0",14,0,14,3,3,0
"41374","JAX",84,855,855,2655,"Half1",8,2,1,0,10,62,16,0,0,1,0,"short","left",-2,18,"0",-14,0,14,3,3,1
"41376","JAX",62,782,782,2582,"Half1",8,2,2,0,4,62,0,0,0,1,0,"short","right",2,-1,"0",-14,0,14,3,3,1
"41377","JAX",62,779,779,2579,"Half1",8,2,3,0,4,62,0,1,0,1,0,"short","left",5,-1,"0",-14,0,14,3,3,1
"41378","JAX",62,775,775,2575,"Half1",8,2,4,0,4,62,7,0,0,1,0,"short","right",2,5,"0",-14,0,14,3,3,1
"41386","OPP",75,552,552,2352,"Half1",9,2,1,0,10,35,16,0,0,1,0,"short","left",4,12,"0",11,3,14,3,3,0
"41389","OPP",53,458,458,2258,"Half1",9,2,2,0,4,35,0,0,0,1,0,"short","left",1,-1,"0",11,3,14,3,3,0
"41390","OPP",53,454,454,2254,"Half1",9,2,3,0,4,35,12,1,0,1,0,"short","middle",12,0,"0",11,3,14,3,3,0
"41393","OPP",57,352,352,2152,"Half1",9,2,2,0,26,35,17,1,0,1,0,"short","middle",15,2,"0",11,3,14,3,3,0
"41394","JAX",40,314,314,2114,"Half1",9,2,3,0,9,35,0,1,0,1,0,"short","right",7,-1,"0",11,3,14,3,3,0
"41398","JAX",91,217,217,2017,"Half1",10,2,3,0,2,3,2,1,0,1,0,"short","left",1,1,"0",-11,3,14,3,3,1
"41399","JAX",89,171,171,1971,"Half1",10,2,1,0,10,3,-7,1,0,1,0,NA,NA,NA,-1,"0",-11,3,14,3,3,1
"41400","JAX",96,126,126,1926,"Half1",10,2,2,0,17,3,0,1,0,1,0,"short","left",8,-1,"0",-11,3,14,3,3,1
"41401","JAX",96,122,122,1922,"Half1",10,2,3,0,17,3,0,1,0,1,0,"short","middle",3,-1,"0",-11,3,14,3,3,1
"41404","OPP",59,107,107,1907,"Half1",11,2,1,0,10,54,7,1,0,1,0,"short","left",4,3,"0",11,3,14,3,3,0
"41406","JAX",43,96,96,1896,"Half1",11,2,1,0,10,54,4,1,0,1,0,"short","left",3,1,"0",11,3,14,3,3,0
"41407","JAX",39,77,77,1877,"Half1",11,2,2,0,6,54,0,1,1,1,0,"short","right",4,-1,"0",11,3,14,3,3,0
"41408","JAX",39,72,72,1872,"Half1",11,2,3,0,6,54,12,1,0,1,0,"short","right",10,2,"0",11,3,14,3,3,0
"41409","JAX",27,52,52,1852,"Half1",11,2,1,0,10,54,6,1,1,1,0,"short","right",3,3,"0",11,3,14,3,3,0
"41411","JAX",21,44,44,1844,"Half1",11,2,2,0,4,54,8,1,0,1,0,"short","middle",6,2,"0",11,3,14,3,2,0
"41413","JAX",13,38,38,1838,"Half1",11,2,1,0,10,54,0,1,0,1,0,"short","right",-1,-1,"0",11,3,14,3,1,0
"41414","JAX",13,34,34,1834,"Half1",11,2,2,0,10,54,3,1,0,1,0,"short","middle",3,0,"0",11,3,14,3,1,0
"41415","JAX",10,18,18,1818,"Half1",11,2,3,0,7,54,5,1,1,1,0,"short","right",4,1,"0",11,3,14,3,1,0
"41421","JAX",75,900,1800,1800,"Half2",13,3,1,0,10,18,17,0,0,1,0,"short","right",14,3,"0",-14,3,17,3,3,1
"41423","JAX",54,818,1718,1718,"Half2",13,3,2,0,6,18,1,1,0,1,0,"short","left",-2,3,"0",-14,3,17,3,3,1
"41425","JAX",63,748,1648,1648,"Half2",13,3,3,0,15,18,6,1,0,1,0,"short","left",-3,9,"0",-14,3,17,3,3,1
"41429","OPP",72,620,1520,1520,"Half2",14,3,3,0,4,41,14,1,0,1,0,"short","left",14,0,"0",14,3,17,3,3,0
"41430","OPP",58,585,1485,1485,"Half2",14,3,1,0,10,41,21,0,0,1,0,"deep","left",18,3,"0",14,3,17,3,3,0
"41431","JAX",37,564,1464,1464,"Half2",14,3,1,0,10,41,0,0,1,1,0,"short","right",5,-1,"0",14,3,17,3,3,0
"41432","JAX",37,560,1460,1460,"Half2",14,3,2,0,10,41,0,1,0,1,0,"short","left",4,-1,"0",14,3,17,3,3,0
"41433","JAX",37,555,1455,1455,"Half2",14,3,3,0,10,41,0,1,0,1,0,"short","left",9,-1,"0",14,3,17,3,3,0
"41438","JAX",96,454,1354,1354,"Half2",15,3,3,0,8,2,0,1,0,1,0,"short","left",1,-1,"0",-14,3,17,3,3,1
"41442","JAX",38,407,1307,1307,"Half2",16,3,1,0,10,13,0,0,0,1,0,"short","right",13,-1,"0",14,3,17,3,3,0
"41445","OPP",46,344,1244,1244,"Half2",17,3,1,0,10,62,-6,0,0,1,0,NA,NA,NA,-1,"0",-14,3,17,3,3,1
"41446","JAX",52,297,1197,1197,"Half2",17,3,2,0,16,62,12,1,0,1,0,"short","right",-5,17,"0",-14,3,17,3,3,1
"41450","OPP",15,234,1134,1134,"Half2",17,3,1,0,10,62,0,1,0,1,0,"short","right",10,-1,"0",-14,3,17,3,3,1
"41455","OPP",87,144,1044,1044,"Half2",18,3,1,0,10,87,32,0,0,1,0,"deep","left",20,12,"0",11,6,17,3,3,0
"41457","OPP",52,72,972,972,"Half2",18,3,2,0,7,87,8,1,0,1,0,"short","left",6,2,"0",11,6,17,3,3,0
"41465","JAX",75,816,816,816,"Half2",19,4,1,0,10,75,9,1,0,1,0,"short","right",5,4,"0",-18,6,24,3,3,1
"41467","JAX",62,761,761,761,"Half2",19,4,1,0,10,75,20,1,0,1,0,"short","right",3,17,"0",-18,6,24,3,3,1
"41468","OPP",42,728,728,728,"Half2",19,4,1,0,10,75,42,1,0,1,0,"deep","right",35,7,"1",-18,12,24,3,3,1
"41469","OPP",2,720,720,720,"Half2",19,4,NA,0,0,75,0,0,0,1,0,NA,NA,NA,-1,"0",-12,12,24,3,3,1
"41472","OPP",88,685,685,685,"Half2",20,4,2,0,6,19,0,0,0,1,0,"short","left",-2,2,"0",12,12,24,3,3,0
"41473","OPP",88,648,648,648,"Half2",20,4,3,0,6,19,17,1,0,1,0,"deep","left",16,1,"0",12,12,24,3,3,0
"41475","OPP",72,558,558,558,"Half2",20,4,2,0,11,19,0,1,0,1,0,"short","left",8,-1,"0",12,12,24,3,3,0
"41476","OPP",72,553,553,553,"Half2",20,4,3,0,11,19,-1,1,0,1,0,NA,NA,NA,-1,"0",12,12,24,3,3,0
"41478","JAX",67,503,503,503,"Half2",21,4,1,0,10,60,0,1,0,1,0,"deep","left",27,-1,"0",-12,12,24,3,3,1
"41480","JAX",64,457,457,457,"Half2",21,4,3,0,7,60,16,1,0,1,0,"short","left",4,12,"0",-12,12,24,3,3,1
"41481","OPP",48,429,429,429,"Half2",21,4,1,0,10,60,0,1,0,1,0,"deep","left",26,-1,"0",-12,12,24,3,3,1
"41482","OPP",48,424,424,424,"Half2",21,4,2,0,10,60,0,1,0,1,0,"short","middle",8,-1,"0",-12,12,24,3,3,1
"41483","OPP",48,420,420,420,"Half2",21,4,3,0,10,60,0,1,0,1,0,"short","right",7,-1,"0",-12,12,24,3,3,1
"41484","OPP",48,415,415,415,"Half2",21,4,4,0,10,60,14,1,0,1,0,"short","left",14,0,"0",-12,12,24,3,3,1
"41485","OPP",34,399,399,399,"Half2",21,4,1,0,10,60,0,1,0,1,0,"short","right",5,-1,"0",-12,12,24,3,3,1
"41486","OPP",34,394,394,394,"Half2",21,4,2,0,10,60,0,1,0,1,0,"short","left",10,-1,"0",-12,12,24,3,3,1
"41488","OPP",28,345,345,345,"Half2",21,4,4,0,4,60,23,1,0,1,0,"deep","right",22,1,"0",-12,12,24,3,3,1
"41489","OPP",5,318,318,318,"Half2",21,4,1,1,5,60,0,1,0,1,0,"short","right",5,-1,"0",-12,12,24,3,3,1
"41490","OPP",5,315,315,315,"Half2",21,4,2,1,5,60,0,1,0,1,0,"short","right",4,-1,"0",-12,12,24,3,3,1
"41491","OPP",5,312,312,312,"Half2",21,4,3,1,5,60,-2,1,0,1,0,NA,NA,NA,-1,"0",-12,12,24,3,3,1
"41492","OPP",7,273,273,273,"Half2",21,4,4,1,7,60,0,1,0,1,0,"short","middle",7,-1,"0",-12,12,24,3,3,1
"41494","OPP",96,263,263,263,"Half2",22,4,1,0,13,64,14,0,0,1,0,"short","left",14,0,"0",12,12,24,3,3,0
"41495","OPP",82,219,219,219,"Half2",22,4,1,0,10,64,31,0,0,1,0,"deep","left",27,4,"0",12,12,24,3,3,0
"41500","OPP",51,200,200,200,"Half2",22,4,2,0,10,64,10,0,0,1,0,"short","middle",0,10,"0",12,12,24,1,3,0
"44840","OPP",85,868,1768,3568,"Half1",1,1,1,0,20,73,0,1,0,1,0,"short","right",0,-1,"0",0,0,0,3,3,0
"44841","OPP",85,861,1761,3561,"Half1",1,1,2,0,20,73,9,1,0,1,0,"short","left",5,4,"0",0,0,0,3,3,0
"44842","OPP",76,820,1720,3520,"Half1",1,1,3,0,11,73,18,1,0,1,0,"short","left",8,10,"0",0,0,0,3,3,0
"44843","OPP",58,792,1692,3492,"Half1",1,1,1,0,10,73,15,0,0,1,0,"short","right",3,12,"0",0,0,0,3,3,0
"44846","JAX",21,673,1573,3373,"Half1",1,1,2,0,8,73,16,1,0,1,0,"short","middle",11,5,"0",0,0,0,3,3,0
"44852","OPP",44,536,1436,3236,"Half1",2,1,1,0,10,42,13,1,0,1,0,"short","right",6,7,"0",-3,0,3,3,3,1
"44853","OPP",31,499,1399,3199,"Half1",2,1,1,0,10,42,1,1,0,1,0,"short","left",-2,3,"0",-3,0,3,3,3,1
"44854","OPP",30,463,1363,3163,"Half1",2,1,2,0,9,42,24,0,0,1,0,"short","right",0,24,"0",-3,0,3,3,3,1
"44856","OPP",2,390,1290,3090,"Half1",2,1,2,1,2,42,0,0,0,1,0,"short","right",1,-1,"0",-3,0,3,3,3,1
"44857","OPP",2,386,1286,3086,"Half1",2,1,3,1,2,42,0,1,0,1,0,"short","left",1,-1,"0",-3,0,3,3,3,1
"44863","OPP",71,275,1175,2975,"Half1",3,1,3,0,2,79,33,1,0,1,0,"short","left",5,28,"0",0,3,3,3,3,0
"44864","JAX",38,237,1137,2937,"Half1",3,1,1,0,10,79,0,0,0,1,0,"deep","right",19,-1,"0",0,3,3,3,3,0
"44868","JAX",29,118,1018,2818,"Half1",3,1,2,0,13,79,0,1,0,1,0,"short","right",-3,-1,"0",0,3,3,3,3,0
"44870","JAX",29,115,1015,2815,"Half1",3,1,3,0,13,79,6,1,0,1,0,"short","right",-1,7,"0",0,3,3,3,2,0
"44871","JAX",11,86,986,2786,"Half1",3,1,1,0,10,79,6,1,0,1,0,"short","right",6,0,"0",0,3,3,3,2,0
"44872","JAX",5,51,951,2751,"Half1",3,1,2,0,4,79,0,1,0,1,0,"short","right",5,-1,"0",0,3,3,3,2,0
"44876","JAX",75,41,941,2741,"Half1",4,1,1,0,10,40,7,1,0,1,0,"short","right",-2,9,"0",-7,3,10,3,2,1
"44878","JAX",68,900,900,2700,"Half1",4,2,2,0,3,40,0,1,0,1,0,"short","left",-2,-1,"0",-7,3,10,3,2,1
"44879","JAX",68,898,898,2698,"Half1",4,2,3,0,3,40,11,1,0,1,0,"short","middle",7,4,"0",-7,3,10,3,2,1
"44881","JAX",57,821,821,2621,"Half1",4,2,2,0,10,40,19,1,0,1,0,"deep","middle",16,3,"0",-7,3,10,3,2,1
"44882","OPP",38,781,781,2581,"Half1",4,2,1,0,10,40,0,1,0,1,0,"short","right",7,-1,"0",-7,3,10,3,2,1
"44884","OPP",35,730,730,2530,"Half1",4,2,3,0,7,40,0,1,0,1,0,"short","right",5,-1,"0",-7,3,10,3,2,1
"44887","OPP",75,720,720,2520,"Half1",5,2,1,0,10,24,15,0,0,1,0,"short","middle",15,0,"0",4,6,10,3,2,0
"44888","OPP",60,680,680,2480,"Half1",5,2,1,0,10,24,0,1,0,1,0,"short","left",11,-1,"0",4,6,10,3,2,0
"44892","JAX",90,581,581,2381,"Half1",6,2,1,0,10,90,11,1,0,1,0,"short","right",1,10,"0",-4,6,10,3,2,1
"44895","JAX",61,460,460,2260,"Half1",6,2,1,0,10,90,4,1,0,1,0,"short","middle",4,0,"0",-4,6,10,3,2,1
"44896","JAX",57,422,422,2222,"Half1",6,2,2,0,6,90,-2,0,0,1,0,NA,NA,NA,-1,"0",-4,6,10,3,2,1
"44897","JAX",59,377,377,2177,"Half1",6,2,3,0,8,90,45,1,0,1,0,"deep","left",44,1,"0",-4,6,10,3,2,1
"44898","OPP",14,349,349,2149,"Half1",6,2,1,0,10,90,14,0,0,1,0,"short","right",14,0,"1",-4,12,10,3,2,1
"44909","JAX",75,131,131,1931,"Half1",8,2,1,0,10,10,4,1,0,1,0,"short","right",4,0,"0",-4,13,17,3,2,1
"44911","JAX",71,120,120,1920,"Half1",8,2,2,0,6,10,6,1,0,1,0,"short","left",1,5,"0",-4,13,17,3,2,1
"44912","JAX",65,95,95,1895,"Half1",8,2,1,0,10,10,0,1,1,1,0,"short","left",2,-1,"0",-4,13,17,3,2,1
"44914","JAX",30,59,59,1859,"Half1",9,2,2,0,3,5,-6,0,1,1,0,NA,NA,NA,-1,"0",4,13,17,3,2,0
"44916","JAX",36,51,51,1851,"Half1",9,2,3,0,9,5,4,1,0,1,0,"short","left",0,4,"0",4,13,17,2,2,0
"44921","JAX",73,33,33,1833,"Half1",10,2,1,0,10,35,7,1,0,1,0,"short","right",3,4,"0",-7,13,20,1,1,1
"44922","JAX",66,27,27,1827,"Half1",10,2,2,0,3,35,0,1,0,1,0,"short","right",1,-1,"0",-7,13,20,1,1,1
"44923","JAX",66,23,23,1823,"Half1",10,2,3,0,3,35,17,1,0,1,0,"deep","right",17,0,"0",-7,13,20,1,1,1
"44924","OPP",49,19,19,1819,"Half1",10,2,1,0,10,35,8,1,0,1,0,"short","left",4,4,"0",-7,13,20,1,1,1
"44925","OPP",41,12,12,1812,"Half1",10,2,2,0,2,35,0,1,0,1,0,"short","right",2,-1,"0",-7,13,20,1,1,1
"44931","JAX",80,895,1795,1795,"Half2",11,3,1,0,10,80,8,0,0,1,0,"short","right",3,5,"0",-4,16,20,3,3,1
"44933","JAX",70,817,1717,1717,"Half2",11,3,1,0,10,80,8,0,0,1,0,"short","left",2,6,"0",-4,16,20,3,3,1
"44935","JAX",55,733,1633,1633,"Half2",11,3,1,0,10,80,11,1,0,1,0,"short","middle",5,6,"0",-4,16,20,3,3,1
"44937","OPP",44,650,1550,1550,"Half2",11,3,2,0,10,80,11,1,0,1,0,"short","right",6,5,"0",-4,16,20,3,3,1
"44938","OPP",33,609,1509,1509,"Half2",11,3,1,0,10,80,0,1,0,1,0,"deep","left",20,-1,"0",-4,16,20,3,3,1
"44941","OPP",9,556,1456,1456,"Half2",11,3,1,1,9,80,6,1,0,1,0,"short","right",6,0,"0",-4,16,20,3,3,1
"44942","OPP",3,513,1413,1413,"Half2",11,3,2,1,3,80,3,0,0,1,0,"short","left",0,3,"1",-4,22,20,3,3,1
"44943","OPP",1,507,1407,1407,"Half2",11,3,NA,1,0,80,2,0,0,1,0,NA,NA,NA,-1,"0",2,24,20,3,3,1
"44948","OPP",67,388,1288,1288,"Half2",12,3,2,0,14,8,0,1,0,1,0,"deep","right",17,-1,"0",-4,24,20,3,3,0
"44949","OPP",67,382,1282,1282,"Half2",12,3,3,0,14,8,0,1,0,1,0,"short","right",2,-1,"0",-4,24,20,3,3,0
"44951","JAX",82,365,1265,1265,"Half2",13,3,1,0,10,16,0,1,0,1,0,"short","left",0,0,"0",4,24,20,3,3,1
"44952","JAX",82,329,1229,1229,"Half2",13,3,2,0,10,16,7,1,0,1,0,"short","right",5,2,"0",4,24,20,3,3,1
"44953","JAX",75,288,1188,1188,"Half2",13,3,3,0,3,16,15,1,0,1,0,"short","right",6,9,"0",4,24,20,3,3,1
"44956","JAX",71,179,1079,1079,"Half2",13,3,2,0,21,16,5,1,0,1,0,"short","left",3,2,"0",4,24,20,3,3,1
"44957","JAX",66,137,1037,1037,"Half2",13,3,3,0,16,16,0,1,0,1,0,"short","left",0,-1,"0",4,24,20,3,3,1
"44959","OPP",75,122,1022,1022,"Half2",14,3,1,0,10,26,21,1,0,1,0,"short","left",-3,24,"0",-4,24,20,3,3,0
"44963","JAX",49,900,900,900,"Half2",14,4,3,0,5,26,0,1,0,1,0,"short","left",4,-1,"0",-4,24,20,3,3,0
"44967","JAX",87,801,801,801,"Half2",15,4,3,0,8,22,0,1,0,1,0,NA,NA,NA,-1,"0",4,24,20,3,3,1
"44968","JAX",74,785,785,785,"Half2",15,4,1,0,10,22,12,1,0,1,0,"short","right",-4,16,"0",4,24,20,3,3,1
"44970","JAX",60,694,694,694,"Half2",15,4,2,0,8,22,0,1,0,1,0,"short","right",2,-1,"0",4,24,20,3,3,1
"44971","JAX",60,690,690,690,"Half2",15,4,3,0,8,22,-7,1,0,1,0,NA,NA,NA,-1,"0",4,24,20,3,3,1
"44973","OPP",95,630,630,630,"Half2",16,4,1,0,10,3,0,1,0,1,0,"short","left",-2,-1,"0",-4,24,20,3,3,0
"44974","OPP",95,626,626,626,"Half2",16,4,2,0,10,3,-2,1,0,1,0,NA,NA,NA,-1,"0",-4,24,20,3,3,0
"44978","OPP",75,568,568,568,"Half2",17,4,1,0,10,9,9,1,0,1,0,"short","middle",8,1,"0",-11,31,20,3,3,0
"44980","OPP",65,500,500,500,"Half2",17,4,1,0,10,9,10,1,1,1,0,"short","right",6,4,"0",-11,31,20,3,3,0
"44981","OPP",55,475,475,475,"Half2",17,4,1,0,10,9,-11,1,0,1,0,NA,NA,NA,-1,"0",-11,31,20,3,3,0
"44985","OPP",20,326,326,326,"Half2",18,4,1,0,10,34,0,0,0,1,0,"short","right",10,-1,"0",11,31,20,3,3,1
"44987","OPP",18,289,289,289,"Half2",18,4,3,0,8,34,18,1,0,1,0,"deep","right",18,0,"1",11,37,20,3,3,1
"44990","OPP",80,275,275,275,"Half2",19,4,1,0,10,0,0,1,0,1,0,"short","left",4,-1,"0",-18,38,20,3,3,0
"44991","OPP",80,269,269,269,"Half2",19,4,2,0,10,0,0,1,0,1,0,"short","right",2,-1,"0",-18,38,20,3,3,0
"44992","OPP",80,264,264,264,"Half2",19,4,3,0,10,0,0,1,0,1,0,"deep","right",25,-1,"0",-18,38,20,3,3,0
"44993","OPP",80,256,256,256,"Half2",19,4,4,0,10,0,0,1,0,1,0,"deep","left",50,-1,"0",-18,38,20,3,3,0
