"","side_of_field","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","drive","qtr","down","goal_to_go","ydstogo","ydsnet","yards_gained","shotgun","no_huddle","qb_dropback","qb_scramble","run_location","run_gap","td_team","score_differential","jax_score","opp_score","jax_timeouts_remaining","opp_timeouts_remaining","offensive_play"
"26919","0",93,682,1582,3382,"1",2,1,2,0,10,0,7,1,0,0,0,"2","2","0",0,0,0,3,3,0
"26922","2",60,595,1495,3295,"1",3,1,1,0,10,60,6,1,0,0,0,"0","0","0",0,0,0,3,3,1
"26923","2",54,557,1457,3257,"1",3,1,2,0,4,60,0,0,0,0,0,"0","2","0",0,0,0,3,3,1
"26929","0",76,407,1307,3107,"1",4,1,1,0,10,76,4,0,0,0,0,"2","0","0",-7,7,0,3,3,0
"26930","0",72,376,1276,3076,"1",4,1,2,0,6,76,13,0,0,0,0,"1","3","0",-7,7,0,3,3,0
"26931","0",59,335,1235,3035,"1",4,1,1,0,10,76,6,1,0,0,0,"2","0","0",-7,7,0,3,3,0
"26932","0",53,298,1198,2998,"1",4,1,2,0,4,76,16,0,0,0,0,"1","3","0",-7,7,0,3,3,0
"26933","2",37,251,1151,2951,"1",4,1,1,0,10,76,2,1,0,0,0,"0","0","0",-7,7,0,3,3,0
"26936","2",26,164,1064,2864,"1",4,1,1,0,10,76,0,1,0,0,0,"0","0","0",-7,7,0,3,3,0
"26940","2",13,45,945,2745,"1",4,1,2,0,8,76,13,0,0,0,0,"1","3","2",-7,7,6,3,3,0
"26946","2",71,900,900,2700,"1",5,2,2,0,6,5,8,0,0,0,0,"1","3","0",0,7,7,3,3,1
"26947","2",63,858,858,2658,"1",5,2,1,0,10,5,2,0,0,0,0,"1","3","0",0,7,7,3,3,1
"26952","0",70,754,754,2554,"1",6,2,2,0,10,54,13,0,0,0,0,"2","0","0",0,7,7,3,3,0
"26954","2",43,706,706,2506,"1",6,2,1,0,10,54,3,0,0,0,0,"1","3","0",0,7,7,3,3,0
"26955","2",40,665,665,2465,"1",6,2,2,0,7,54,16,1,0,0,0,"0","1","0",0,7,7,3,3,0
"26956","2",24,625,625,2425,"1",6,2,1,0,10,54,3,1,0,0,0,"1","3","0",0,7,7,3,3,0
"26957","2",21,586,586,2386,"1",6,2,2,0,7,54,5,0,0,0,0,"2","1","0",0,7,7,3,3,0
"26965","0",80,368,368,2168,"1",8,2,1,0,10,4,3,0,0,0,0,"0","0","0",3,7,10,3,3,0
"26974","0",85,182,182,1982,"1",10,2,2,0,10,8,7,1,0,1,1,"0","0","0",3,7,10,2,3,0
"26998","0",67,879,1779,1779,"2",14,3,1,0,10,77,4,0,0,0,0,"1","3","0",3,7,10,3,3,0
"26999","0",63,843,1743,1743,"2",14,3,2,0,6,77,2,0,0,0,0,"0","1","0",3,7,10,3,3,0
"27004","2",28,669,1569,1569,"2",14,3,1,0,10,77,20,0,0,0,0,"0","0","0",3,7,10,3,3,0
"27005","2",8,633,1533,1533,"2",14,3,1,1,8,77,6,0,0,0,0,"2","1","0",3,7,10,3,3,0
"27006","2",2,585,1485,1485,"2",14,3,2,1,2,77,1,0,0,0,0,"1","3","0",3,7,10,3,3,0
"27008","2",1,547,1447,1447,"2",14,3,3,1,1,77,0,0,0,0,0,"1","3","0",3,7,10,3,2,0
"27012","2",75,526,1426,1426,"2",15,3,1,0,10,31,-2,1,0,0,0,"2","0","0",-10,7,17,3,2,1
"27015","2",60,414,1314,1314,"2",15,3,1,0,10,31,0,1,0,0,0,"0","0","0",-10,7,17,3,2,1
"27018","1",50,328,1228,1228,"2",15,3,1,0,10,31,1,0,0,0,0,"1","3","0",-10,7,17,3,2,1
"27022","0",56,233,1133,1133,"2",16,3,1,0,10,56,18,0,0,0,0,"2","0","0",10,7,17,3,2,0
"27024","2",19,154,1054,1054,"2",16,3,1,0,10,56,-2,0,0,0,0,"1","3","0",10,7,17,3,2,0
"27027","2",5,64,964,964,"2",16,3,1,1,5,56,5,1,0,1,1,"2","0","2",10,7,23,3,2,0
"27039","0",64,892,892,892,"2",19,4,1,0,10,64,5,0,0,0,0,"1","3","0",17,7,24,3,2,0
"27040","0",59,851,851,851,"2",19,4,2,0,5,64,48,1,0,0,0,"1","3","0",17,7,24,3,2,0
"27041","2",11,812,812,812,"2",19,4,1,0,10,64,4,0,0,0,0,"0","1","0",17,7,24,3,2,0
"27043","2",7,766,766,766,"2",19,4,2,0,6,64,7,1,0,0,0,"1","3","2",17,7,30,3,1,0
"27054","0",88,548,548,548,"2",21,4,1,0,10,37,17,1,0,0,0,"0","0","0",24,7,31,3,1,0
"27055","0",71,503,503,503,"2",21,4,1,0,10,37,6,0,0,0,0,"2","0","0",24,7,31,3,1,0
"27056","0",65,455,455,455,"2",21,4,2,0,4,37,2,0,0,0,0,"1","3","0",24,7,31,3,1,0
"27057","0",63,409,409,409,"2",21,4,3,0,2,37,8,0,0,0,0,"1","3","0",24,7,31,3,1,0
"27058","0",55,362,362,362,"2",21,4,1,0,10,37,1,0,0,0,0,"0","0","0",24,7,31,3,1,0
"27059","0",54,321,321,321,"2",21,4,2,0,9,37,3,1,0,0,0,"2","0","0",24,7,31,3,1,0
"30662","2",72,893,1793,3593,"1",1,1,1,0,10,31,3,0,0,0,0,"2","1","0",0,0,0,3,3,1
"30663","2",69,855,1755,3555,"1",1,1,2,0,7,31,1,0,0,0,0,"2","1","0",0,0,0,3,3,1
"30666","2",54,776,1676,3476,"1",1,1,2,0,10,31,15,0,0,0,0,"0","1","0",0,0,0,3,3,1
"30667","0",39,731,1631,3431,"1",1,1,1,0,10,31,1,1,0,0,0,"1","3","0",0,0,0,3,3,1
"30669","0",28,649,1549,3349,"1",1,1,1,0,10,31,5,0,0,0,0,"1","3","0",0,0,0,3,3,1
"30674","0",89,532,1432,3232,"1",2,1,1,0,10,48,20,0,0,0,0,"2","0","0",0,0,0,3,3,0
"30675","0",69,503,1403,3203,"1",2,1,1,0,10,48,2,0,0,0,0,"1","3","0",0,0,0,3,3,0
"30678","2",43,421,1321,3121,"1",2,1,1,0,10,48,0,0,0,0,0,"1","3","0",0,0,0,3,3,0
"30679","2",43,377,1277,3077,"1",2,1,2,0,10,48,2,0,0,0,0,"2","2","0",0,0,0,3,3,0
"30682","2",94,321,1221,3021,"1",3,1,1,0,10,3,-3,0,0,0,0,"0","0","0",0,0,0,3,3,1
"30686","0",63,231,1131,2931,"1",4,1,1,0,10,46,0,0,0,0,0,"0","2","0",0,0,0,3,3,0
"30688","2",44,160,1060,2860,"1",4,1,1,0,10,46,3,1,1,0,0,"2","2","0",0,0,0,3,3,0
"30690","2",21,113,1013,2813,"1",4,1,1,0,10,46,-5,0,0,0,0,"0","0","0",0,0,0,3,3,0
"30693","2",12,35,935,2735,"1",4,1,3,0,1,46,2,0,1,0,0,"1","3","0",0,0,0,3,3,0
"30697","2",81,851,851,2651,"1",5,2,2,0,6,18,8,0,0,0,0,"1","3","0",0,0,0,3,3,1
"30698","2",73,811,811,2611,"1",5,2,1,0,10,18,1,0,0,0,0,"0","2","0",0,0,0,3,3,1
"30699","2",72,767,767,2567,"1",5,2,2,0,9,18,5,0,0,0,0,"0","2","0",0,0,0,3,3,1
"30703","0",73,638,638,2438,"1",6,2,1,0,10,73,11,0,0,0,0,"0","0","0",0,0,0,3,3,0
"30704","0",62,602,602,2402,"1",6,2,1,0,10,73,8,0,0,0,0,"2","2","0",0,0,0,3,3,0
"30705","0",54,557,557,2357,"1",6,2,2,0,2,73,-2,0,0,0,0,"1","3","0",0,0,0,3,3,0
"30709","2",21,399,399,2199,"1",6,2,1,0,10,73,21,0,1,1,1,"2","0","2",0,0,6,3,3,0
"30712","2",75,381,381,2181,"1",7,2,1,0,10,44,2,0,0,0,0,"1","3","0",-7,0,7,3,3,1
"30714","0",46,298,298,2098,"1",7,2,1,0,10,44,2,0,0,0,0,"1","3","0",-7,0,7,3,3,1
"30717","0",28,170,170,1970,"1",7,2,1,0,10,44,2,0,0,0,0,"0","2","0",-7,0,7,3,3,1
"30724","0",75,110,110,1910,"1",8,2,1,0,10,5,5,1,0,0,0,"1","3","0",4,3,7,3,3,0
"30730","2",64,37,37,1837,"1",9,2,1,0,10,17,2,1,1,1,1,"1","3","0",-4,3,7,3,3,1
"30738","0",64,892,1792,1792,"2",11,3,1,0,10,64,5,0,0,0,0,"2","2","0",4,3,7,3,3,0
"30745","2",83,786,1686,1686,"2",12,3,1,0,10,4,1,0,0,0,0,"0","2","0",-11,3,14,3,3,1
"30749","0",74,651,1551,1551,"2",13,3,1,0,10,74,74,0,0,0,0,"0","1","2",11,3,20,3,3,0
"30752","2",7,630,1530,1530,"2",15,3,1,1,7,7,7,0,0,0,0,"1","3","2",18,3,27,3,3,0
"30755","2",70,619,1519,1519,"2",16,3,1,0,10,8,3,0,0,0,0,"1","3","0",-25,3,28,3,3,1
"30756","2",67,584,1484,1484,"2",16,3,2,0,7,8,5,1,0,0,0,"0","2","0",-25,3,28,3,3,1
"30759","0",80,503,1403,1403,"2",17,3,1,0,10,80,3,0,0,0,0,"2","1","0",25,3,28,3,3,0
"30760","0",77,468,1368,1368,"2",17,3,2,0,7,80,12,0,1,0,0,"0","0","0",25,3,28,3,3,0
"30768","2",58,346,1246,1246,"2",18,3,3,0,3,74,5,0,0,0,0,"0","0","0",-32,3,35,3,3,1
"30776","0",1,146,1046,1046,"2",18,3,1,1,1,74,1,1,0,0,0,"0","2","1",-32,9,35,3,3,1
"30780","0",75,143,1043,1043,"2",19,3,1,0,10,31,8,0,0,0,0,"0","1","0",24,11,35,3,3,0
"30782","0",53,58,958,958,"2",19,3,1,0,10,31,12,0,0,0,0,"2","2","0",24,11,35,3,3,0
"30783","0",51,29,929,929,"2",19,3,1,0,8,31,5,0,0,0,0,"2","1","0",24,11,35,3,3,0
"30785","2",46,900,900,900,"2",19,4,2,0,3,31,2,0,0,0,0,"2","1","0",24,11,35,3,3,0
"30787","0",47,862,862,862,"2",20,4,2,0,1,56,16,1,1,0,0,"1","3","0",-24,11,35,3,3,1
"30788","0",31,834,834,834,"2",20,4,1,0,10,56,13,1,1,0,0,"2","2","0",-24,11,35,3,3,1
"30790","0",6,770,770,770,"2",20,4,1,1,6,56,2,1,1,0,0,"1","3","0",-24,11,35,3,3,1
"30791","0",4,740,740,740,"2",20,4,2,1,4,56,3,1,1,0,0,"0","2","0",-24,11,35,3,3,1
"30792","0",1,712,712,712,"2",20,4,3,1,1,56,1,1,1,0,0,"1","3","1",-24,17,35,3,3,1
"30796","2",12,685,685,685,"2",21,4,1,0,10,40,4,0,0,0,0,"2","0","0",18,17,35,3,3,0
"30797","2",8,640,640,640,"2",21,4,2,0,6,40,5,0,0,0,0,"0","1","0",18,17,35,3,3,0
"30798","2",3,594,594,594,"2",21,4,3,0,1,40,3,0,0,0,0,"2","0","2",18,17,41,3,3,0
"30808","0",34,389,389,389,"2",22,4,2,0,4,56,3,1,1,0,0,"2","2","0",-25,17,42,3,3,1
"30809","0",31,361,361,361,"2",22,4,3,0,1,56,9,1,1,0,0,"2","2","0",-25,17,42,3,3,1
"30816","0",89,287,287,287,"2",23,4,1,0,10,7,4,0,0,0,0,"1","3","0",22,20,42,3,3,0
"30818","0",85,282,282,282,"2",23,4,2,0,6,7,1,0,0,0,0,"0","0","0",22,20,42,2,3,0
"30820","0",84,277,277,277,"2",23,4,3,0,5,7,3,0,0,0,0,"2","0","0",22,20,42,1,3,0
"30821","0",90,266,266,266,"2",23,4,3,0,11,7,8,1,0,0,0,"1","3","0",22,20,42,1,3,0
"30827","2",59,224,224,224,"2",24,4,2,0,20,33,5,1,0,1,1,"2","0","0",-22,20,42,0,3,1
"30830","0",38,144,144,144,"2",24,4,1,0,10,33,6,1,0,0,0,"0","2","0",-22,20,42,0,3,1
"32601","0",75,897,1797,3597,"1",1,1,2,0,10,34,5,0,0,0,0,"1","3","0",0,0,0,3,3,0
"32606","2",40,722,1622,3422,"1",1,1,1,0,10,34,0,0,0,0,0,"1","3","0",0,0,0,3,3,0
"32614","2",80,519,1419,3219,"1",2,1,2,0,10,48,5,0,0,0,0,"1","3","0",0,0,0,3,3,1
"32616","0",36,435,1335,3135,"1",2,1,1,0,10,48,4,1,0,0,0,"0","0","0",0,0,0,3,3,1
"32619","0",63,352,1252,3052,"1",3,1,2,0,4,69,3,0,0,0,0,"1","3","0",0,0,0,3,3,0
"32620","0",60,309,1209,3009,"1",3,1,3,0,1,69,6,1,0,0,0,"1","3","0",0,0,0,3,3,0
"32621","0",54,272,1172,2972,"1",3,1,1,0,10,69,1,0,0,0,0,"1","3","0",0,0,0,3,3,0
"32625","2",15,174,1074,2874,"1",3,1,1,0,10,69,15,0,0,0,0,"1","3","2",0,0,6,3,3,0
"32632","2",75,159,1059,2859,"1",5,1,1,0,10,58,3,0,0,0,0,"1","3","0",-13,0,13,3,3,1
"32636","0",35,1,901,2701,"1",5,1,1,0,10,58,-1,0,0,0,0,"1","3","0",-13,0,13,3,3,1
"32638","0",36,900,900,2700,"1",5,2,2,0,11,58,10,1,0,0,0,"1","3","0",-13,0,13,3,3,1
"32639","0",26,859,859,2659,"1",5,2,3,0,1,58,3,0,0,0,0,"1","3","0",-13,0,13,3,3,1
"32640","0",23,809,809,2609,"1",5,2,1,0,10,58,7,0,0,0,0,"2","1","0",-13,0,13,3,3,1
"32641","0",16,771,771,2571,"1",5,2,2,0,3,58,4,1,0,0,0,"1","3","0",-13,0,13,3,3,1
"32642","0",12,727,727,2527,"1",5,2,1,0,10,58,1,0,0,0,0,"1","3","0",-13,0,13,3,3,1
"32644","0",83,680,680,2480,"1",6,2,1,0,10,83,1,0,0,0,0,"1","3","0",13,0,13,3,3,0
"32645","0",82,646,646,2446,"1",6,2,2,0,9,83,2,1,0,1,1,"1","3","0",13,0,13,3,3,0
"32650","2",1,524,524,2324,"1",6,2,1,1,1,83,0,0,0,0,0,"1","3","0",13,0,13,3,3,0
"32651","2",1,482,482,2282,"1",6,2,2,1,1,83,1,0,0,0,0,"1","3","2",13,0,19,3,3,0
"32654","2",75,478,478,2278,"1",7,2,1,0,10,-1,-1,0,0,0,0,"1","3","0",-20,0,20,3,3,1
"32658","0",68,377,377,2177,"1",8,2,1,0,10,16,7,0,0,0,0,"1","3","0",20,0,20,3,3,0
"32659","0",61,335,335,2135,"1",8,2,2,0,3,16,1,0,0,0,0,"0","0","0",20,0,20,3,3,0
"32661","0",55,255,255,2055,"1",8,2,1,0,10,16,3,0,0,0,0,"1","3","0",20,0,20,3,3,0
"32671","2",24,120,120,1920,"1",10,2,1,0,10,47,1,0,0,0,0,"1","3","0",20,0,20,3,3,0
"32674","2",11,73,73,1873,"1",10,2,1,0,10,47,-2,0,0,0,0,"1","3","0",20,0,20,2,3,0
"32701","0",60,768,1668,1668,"2",14,3,1,0,10,24,-1,0,0,0,0,"1","3","0",23,0,23,3,3,0
"32703","0",51,691,1591,1591,"2",14,3,3,0,1,24,0,0,0,0,0,"1","3","0",23,0,23,3,3,0
"32704","0",51,642,1542,1542,"2",14,3,4,0,1,24,2,0,0,0,0,"1","3","0",23,0,23,3,3,0
"32705","2",49,599,1499,1499,"2",14,3,1,0,10,24,16,0,0,0,0,"2","0","0",23,0,23,3,3,0
"32707","2",61,555,1455,1455,"2",15,3,1,0,10,26,2,1,0,0,0,"1","3","0",-23,0,23,3,3,1
"32711","0",32,436,1336,1336,"2",15,3,1,0,10,26,2,1,1,0,0,"1","3","0",-23,0,23,3,3,1
"32717","0",75,346,1246,1246,"2",16,3,1,0,10,29,5,0,0,0,0,"1","3","0",20,3,23,3,3,0
"32718","0",70,307,1207,1207,"2",16,3,2,0,5,29,2,0,0,0,0,"0","2","0",20,3,23,3,3,0
"32731","0",7,871,871,871,"2",17,4,1,1,7,54,4,1,0,0,0,"1","3","0",-20,3,23,3,3,1
"32735","0",75,817,817,817,"2",18,4,1,0,10,-3,5,0,0,0,0,"1","3","0",12,11,23,3,3,0
"32736","0",70,778,778,778,"2",18,4,2,0,5,-3,1,0,0,0,0,"1","3","0",12,11,23,3,3,0
"32742","0",24,639,639,639,"2",19,4,1,0,10,35,-1,1,1,0,0,"1","3","0",-12,11,23,3,3,1
"32746","0",8,522,522,522,"2",19,4,1,1,8,35,4,1,1,1,1,"0","0","0",-12,11,23,3,3,1
"32750","0",1,425,425,425,"2",19,4,1,1,1,35,-1,0,0,0,0,"1","3","0",-12,11,23,3,3,1
"32753","0",97,366,366,366,"2",20,4,1,0,10,-1,0,0,0,0,0,"1","3","0",12,11,23,3,3,0
"32755","0",98,308,308,308,"2",20,4,2,0,11,-1,0,0,0,0,0,"1","3","0",12,11,23,3,3,0
"32763","2",80,213,213,213,"2",21,4,3,0,20,-6,4,1,0,1,1,"1","3","0",-12,11,23,2,3,1
"32765","2",24,197,197,197,"2",22,4,1,0,10,5,1,0,0,0,0,"1","3","0",12,11,23,2,3,0
"32767","2",23,192,192,192,"2",22,4,2,0,9,5,-3,0,0,0,0,"1","3","0",12,11,23,1,3,0
"32770","2",26,188,188,188,"2",22,4,3,0,12,5,2,1,0,0,0,"1","3","0",12,11,23,0,2,0
"32784","2",5,96,96,96,"2",24,4,1,1,5,0,0,0,0,0,0,"1","3","0",15,11,26,0,1,0
"32785","2",5,57,57,57,"2",24,4,2,1,5,0,0,0,0,0,0,"1","3","0",15,11,26,0,1,0
"32786","2",5,31,31,31,"2",24,4,3,1,5,0,0,0,0,0,0,"1","3","0",15,11,26,0,1,0
"36009","2",75,895,1795,3595,"1",1,1,1,0,10,67,0,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36011","2",63,834,1734,3534,"1",1,1,1,0,10,67,6,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36012","2",57,795,1695,3495,"1",1,1,2,0,4,67,3,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36013","2",54,758,1658,3458,"1",1,1,3,0,1,67,3,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36014","2",51,717,1617,3417,"1",1,1,1,0,10,67,1,0,0,1,1,"1","3","0",0,0,0,3,3,1
"36015","1",50,675,1575,3375,"1",1,1,2,0,9,67,11,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36016","0",39,635,1535,3335,"1",1,1,1,0,10,67,3,1,0,0,0,"0","0","0",0,0,0,3,3,1
"36017","0",36,596,1496,3296,"1",1,1,2,0,7,67,2,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36019","0",12,513,1413,3213,"1",1,1,1,0,10,67,1,0,0,0,0,"1","3","0",0,0,0,3,3,1
"36021","0",11,481,1381,3181,"1",1,1,3,0,9,67,3,1,0,1,1,"0","0","0",0,0,0,3,3,1
"36024","0",79,435,1335,3135,"1",2,1,1,0,10,79,27,0,1,0,0,"2","1","0",-3,3,0,3,3,0
"36027","2",1,350,1250,3050,"1",2,1,1,1,1,79,1,0,0,0,0,"0","0","2",-3,3,6,3,3,0
"36030","2",75,346,1246,3046,"1",3,1,1,0,10,9,7,0,0,0,0,"1","3","0",-4,3,7,3,3,1
"36031","2",68,308,1208,3008,"1",3,1,2,0,3,9,2,0,0,0,0,"2","0","0",-4,3,7,3,3,1
"36034","0",86,250,1150,2950,"1",4,1,1,0,10,15,2,0,0,0,0,"2","2","0",4,3,7,3,3,0
"36038","0",72,125,1025,2825,"1",4,1,2,0,10,15,17,1,0,0,0,"1","3","0",4,3,7,3,3,0
"36047","2",76,849,849,2649,"1",5,2,3,0,4,16,7,1,0,1,1,"0","0","0",-4,3,7,3,3,1
"36048","2",69,825,825,2625,"1",5,2,1,0,10,16,-5,0,0,0,0,"0","0","0",-4,3,7,3,3,1
"36052","0",75,689,689,2489,"1",6,2,1,0,10,75,10,0,0,0,0,"2","0","0",4,3,7,3,3,0
"36053","0",65,656,656,2456,"1",6,2,1,0,10,75,0,1,0,0,0,"0","0","0",4,3,7,3,3,0
"36056","0",56,567,567,2367,"1",6,2,3,0,1,75,2,0,0,0,0,"1","3","0",4,3,7,3,2,0
"36058","2",48,490,490,2290,"1",6,2,2,0,4,75,23,0,0,0,0,"1","3","0",4,3,7,3,2,0
"36061","2",4,360,360,2160,"1",6,2,1,1,4,75,3,1,0,0,0,"1","3","0",4,3,7,3,2,0
"36062","2",1,323,323,2123,"1",6,2,2,1,1,75,1,0,0,0,0,"1","3","2",4,3,13,3,2,0
"36065","2",75,318,318,2118,"1",7,2,1,0,10,17,8,0,0,1,1,"1","3","0",-11,3,14,3,2,1
"36066","2",67,279,279,2079,"1",7,2,2,0,2,17,10,0,0,0,0,"1","3","0",-11,3,14,3,2,1
"36073","0",80,112,112,1912,"1",8,2,1,0,10,80,35,0,0,0,0,"0","0","0",11,3,14,3,2,0
"36079","2",67,84,84,1884,"1",9,2,3,0,2,7,-1,1,0,0,0,"1","3","0",-18,3,21,3,2,1
"36083","0",74,70,70,1870,"1",10,2,1,0,5,57,7,1,0,0,0,"1","3","0",18,3,21,3,1,0
"36096","0",84,895,1795,1795,"2",12,3,1,0,10,84,0,0,0,0,0,"2","0","0",21,3,24,3,3,0
"36104","2",61,704,1604,1604,"2",13,3,4,0,1,70,2,0,0,0,0,"1","3","0",-28,3,31,3,3,1
"36112","0",47,460,1360,1360,"2",13,3,2,0,14,70,5,1,0,1,1,"2","0","0",-28,3,31,3,3,1
"36120","0",54,305,1205,1205,"2",14,3,1,0,10,73,1,1,0,0,0,"0","0","0",21,10,31,3,3,0
"36123","1",50,164,1064,1064,"2",14,3,2,0,22,73,6,0,0,0,0,"2","0","0",21,10,31,3,3,0
"36129","2",70,46,946,946,"2",15,3,1,0,10,19,8,1,1,0,0,"1","3","0",-28,10,38,3,3,1
"36131","2",62,17,917,917,"2",15,3,3,0,2,19,1,1,0,0,0,"1","3","0",-28,10,38,3,3,1
"36134","2",38,894,894,894,"2",16,4,1,0,10,38,5,0,0,0,0,"1","3","0",28,10,38,3,3,0
"36135","2",33,857,857,857,"2",16,4,2,0,5,38,9,1,0,0,0,"0","0","0",28,10,38,3,3,0
"36136","2",24,820,820,820,"2",16,4,1,0,10,38,5,0,0,0,0,"2","0","0",28,10,38,3,3,0
"36137","2",19,782,782,782,"2",16,4,2,0,5,38,4,0,0,0,0,"0","0","0",28,10,38,3,3,0
"36138","2",15,745,745,745,"2",16,4,3,0,1,38,3,0,0,0,0,"1","3","0",28,10,38,3,3,0
"36148","0",76,616,616,616,"2",18,4,2,0,10,4,4,0,0,0,0,"2","0","0",35,10,45,3,3,0
"36156","2",54,445,445,445,"2",19,4,1,0,10,52,4,1,0,0,0,"0","0","0",-35,10,45,3,3,1
"36157","1",50,418,418,418,"2",19,4,2,0,6,52,7,1,0,1,1,"1","3","0",-35,10,45,3,3,1
"36162","0",64,334,334,334,"2",20,4,1,0,10,39,1,0,0,0,0,"1","3","0",35,10,45,3,3,0
"36163","0",63,292,292,292,"2",20,4,2,0,9,39,3,0,0,0,0,"0","0","0",35,10,45,3,3,0
"36166","0",51,193,193,193,"2",20,4,1,0,10,39,3,1,0,0,0,"0","0","0",35,10,45,3,3,0
"36167","2",48,153,153,153,"2",20,4,2,0,7,39,14,0,0,0,0,"0","0","0",35,10,45,3,3,0
"36168","2",34,146,146,146,"2",20,4,1,0,10,39,5,0,0,0,0,"0","0","0",35,10,45,3,3,0
"36170","2",29,120,120,120,"2",20,4,2,0,5,39,6,0,0,0,0,"2","0","0",35,10,45,3,3,0
"38802","0",75,900,1800,3600,"1",1,1,1,0,10,75,8,0,0,0,0,"0","1","0",0,0,0,3,3,0
"38803","0",67,869,1769,3569,"1",1,1,2,0,2,75,1,0,1,0,0,"0","2","0",0,0,0,3,3,0
"38804","0",66,836,1736,3536,"1",1,1,3,0,1,75,6,1,0,0,0,"0","2","0",0,0,0,3,3,0
"38807","2",41,735,1635,3435,"1",1,1,1,0,10,75,1,0,0,0,0,"2","1","0",0,0,0,3,3,0
"38811","2",75,689,1589,3389,"1",2,1,1,0,10,65,5,0,0,0,0,"1","3","0",-7,0,7,3,3,1
"38812","2",70,660,1560,3360,"1",2,1,2,0,5,65,1,0,0,0,0,"2","1","0",-7,0,7,3,3,1
"38814","0",14,579,1479,3279,"1",2,1,1,0,10,65,1,0,0,0,0,"0","0","0",-7,0,7,3,3,1
"38816","0",13,535,1435,3235,"1",2,1,3,0,9,65,3,1,0,1,1,"1","3","0",-7,0,7,3,3,1
"38820","0",62,466,1366,3166,"1",3,1,1,0,10,60,2,0,1,0,0,"0","2","0",4,3,7,3,3,0
"38824","2",18,341,1241,3041,"1",3,1,2,0,10,60,3,1,0,0,0,"0","1","0",4,3,7,3,3,0
"38829","2",66,283,1183,2983,"1",4,1,2,0,10,3,3,1,0,0,0,"0","0","0",-7,3,10,3,3,1
"38832","0",85,224,1124,2924,"1",5,1,1,0,10,29,9,0,0,0,0,"0","0","0",7,3,10,3,3,0
"38833","0",76,184,1084,2884,"1",5,1,2,0,1,29,6,0,0,0,0,"2","1","0",7,3,10,3,3,0
"38834","0",70,142,1042,2842,"1",5,1,1,0,10,29,-4,0,0,0,0,"0","2","0",7,3,10,3,3,0
"38844","2",84,816,816,2616,"1",6,2,1,0,10,-5,-1,0,0,0,0,"2","2","0",-7,3,10,3,2,1
"38848","0",56,724,724,2524,"1",7,2,1,0,10,10,3,0,0,0,0,"0","2","0",7,3,10,3,2,0
"38849","0",53,690,690,2490,"1",7,2,2,0,7,10,9,0,0,0,0,"2","1","0",7,3,10,3,2,0
"38850","2",44,651,651,2451,"1",7,2,1,0,10,10,9,0,0,0,0,"2","2","0",7,3,10,3,2,0
"38851","2",35,609,609,2409,"1",7,2,2,0,1,10,4,0,0,0,0,"2","2","0",7,3,10,3,2,0
"38852","2",31,568,568,2368,"1",7,2,1,0,10,10,-3,0,0,0,0,"0","0","0",7,3,10,3,2,0
"38857","2",96,458,458,2258,"1",8,2,1,0,10,-2,2,0,0,0,0,"0","1","0",-7,3,10,3,2,1
"38858","2",94,415,415,2215,"1",8,2,2,0,8,-2,-4,0,0,0,0,"0","0","0",-7,3,10,3,2,1
"38863","2",35,304,304,2104,"1",9,2,1,0,10,35,3,0,0,0,0,"2","1","0",7,3,10,3,2,0
"38866","2",27,249,249,2049,"1",9,2,1,0,10,35,5,1,0,0,0,"1","3","0",7,3,10,3,2,0
"38867","2",17,228,228,2028,"1",9,2,1,0,10,35,5,0,0,0,0,"0","1","0",7,3,10,3,2,0
"38868","2",12,190,190,1990,"1",9,2,2,0,5,35,-3,0,0,0,0,"1","3","0",7,3,10,3,2,0
"38878","0",78,77,77,1877,"1",11,2,1,0,10,69,11,1,0,0,0,"1","3","0",10,3,13,3,2,0
"38889","2",75,900,1800,1800,"2",12,3,1,0,10,6,7,0,0,0,0,"0","0","0",-13,3,16,3,3,1
"38890","2",68,863,1763,1763,"2",12,3,2,0,3,6,-1,0,0,0,0,"1","3","0",-13,3,16,3,3,1
"38893","0",97,808,1708,1708,"2",13,3,1,0,10,48,0,0,0,0,0,"0","1","0",13,3,16,3,3,0
"38895","0",68,730,1630,1630,"2",13,3,1,0,10,48,4,1,0,0,0,"0","2","0",13,3,16,3,3,0
"38898","0",58,647,1547,1547,"2",13,3,1,0,10,48,0,0,0,0,0,"2","1","0",13,3,16,3,2,0
"38903","2",83,491,1391,1391,"2",14,3,2,0,9,59,17,0,0,0,0,"1","3","0",-13,3,16,3,2,1
"38904","2",76,471,1371,1371,"2",14,3,2,0,2,59,11,0,0,0,0,"0","0","0",-13,3,16,3,2,1
"38906","0",45,405,1305,1305,"2",14,3,1,0,10,59,5,1,0,0,0,"1","3","0",-13,3,16,3,2,1
"38907","0",40,371,1271,1271,"2",14,3,2,0,5,59,3,1,0,0,0,"2","0","0",-13,3,16,3,2,1
